"package","D.Obs","P0","P1"
"plasma.framework",2.42602713518698,0.0075,0.955
"plasma.workspace",2.51854966592584,0.0025,0.9625
"polkit.kde.agent",2.31544250180821,0,0.9775
"python.cffi.backend",1.68836657865735,0.0175,0.845
"python.debtcollector",3.71374747886096,0.11,0.8025
"python.funcsigs",3.59850153940077,0.115,0.795
"python.functools",3.8487872515251,0.1075,0.8125
"python.idna",1.89063901995752,0.0325,0.87
"python.ipaddress",1.27796753387751,0.0675,0.6325
"python.monotonic",3.49981013917618,0.0925,0.7575
"python.oslo.serialization",3.6629494739643,0.0925,0.785
"python.ptyprocess",1.65052381668117,0.005,0.9025
"python.pysimplesoap",2.01941730044406,0.1,0.7625
"qml.module.org.kde.draganddrop",2.39485278334724,0.01,0.97
"qml.module.org.kde.extensionplugin",2.70267833445565,0.01,0.9875
"qml.module.org.kde.games.core",2.555941404583,0.0325,0.8925
"qml.module.org.kde.kcoreaddons",2.67960830251214,0.0025,0.9725
"qml.module.org.kde.kquickcontrols",2.25008759801226,0.0075,0.9525
"qml.module.org.kde.kquickcontrolsaddons",2.05281958743426,0,0.9275
"qml.module.org.kde.kwindowsystem",2.74592756601223,0.0075,0.9575
"qml.module.org.kde.solid",2.31520254808729,0.005,0.975
"qml.module.qtquick.controls.styles.breeze",2.71943857628131,0.0075,0.975
"qtdeclarative.kfdeclarative",2.12821587721381,0.0325,0.87
"qtdeclarative.kfsolid",2.11766929609339,0.0275,0.87
"sbl",3.32376495680525,0.1075,0.7725
"scribus.data",1.6424222658142,0.145,0.685
"scsiadd",3.86120913021612,0.1,0.8025
"sdd",3.62132012232736,0.1025,0.7775
"slowtype",4.80741941661074,0.135,0.7975
"smail",3.05825311942263,0.0875,0.755
"snort",3.95129459154593,0.09,0.7825
"snort.common",3.45974309939763,0.1025,0.75
"snort.common.libraries",3.62250238301253,0.095,0.765
"snort.rules.default",3.51973016221402,0.1175,0.78
"socks.clients",3.44590806484836,0.105,0.7875
"sonnet.plugins",2.08713447355072,0.0075,0.95
"texmacs",3.73996611498672,0.11,0.79
"texmacs.common",4.93153388551237,0.0925,0.7825
"usbmissilelauncher",4.49788167737702,0.1,0.7825
"wireshark.gtk",6.99940443719461,0.125,0.8125
"wn",3.2877925071965,0.11,0.7775
"xserver.xorg.legacy",4.25096362571692,0.0925,0.7625
"ysm",5.77632791470002,0.0875,0.8125
"accountwizard",2.2023461995037,0.065,0.8025
"appstream",1.09366539004889,0.145,0.5375
"baloo.kf",2.14173008699291,0.025,0.885
"debconf.kde.data",2.18032247300223,0.0375,0.8775
"fonts.noto.cjk",1.86830009589595,0.0175,0.8625
"fonts.noto.mono",0.776483944568494,0.2825,0.395
"fonts.noto.unhinted",4.18919099250327,0.05,0.8675
"fonts.symbola",1.03991902652009,0.1425,0.52
"fonts.tlwg.garuda.ttf",1.05606342796006,0.1425,0.55
"fonts.tlwg.kinnari.ttf",1.01414787355195,0.1575,0.515
"fonts.tlwg.laksaman.ttf",1.08184811352396,0.165,0.5275
"fonts.tlwg.loma.ttf",1.03173560331257,0.13,0.5125
"fonts.tlwg.mono.ttf",0.977827199408175,0.13,0.4525
"fonts.tlwg.norasi.ttf",1.04161124107687,0.17,0.4925
"fonts.tlwg.purisa.ttf",1.1392410993578,0.1825,0.5375
"fonts.tlwg.sawasdee.ttf",1.00235023137053,0.1375,0.5
"fonts.tlwg.typewriter.ttf",0.977905112681626,0.145,0.48
"fonts.tlwg.typist.ttf",1.04175838098027,0.1175,0.51
"fonts.tlwg.typo.ttf",1.13400460873596,0.165,0.5775
"fonts.tlwg.umpush.ttf",1.01869529130713,0.125,0.4825
"fonts.tlwg.waree.ttf",1.05320684066122,0.1475,0.5075
"fwupd",1.47650977542764,0.0725,0.725
"fwupdate",1.39539307266641,0.055,0.695
"fwupdate.signed",1.30769532563281,0.0625,0.715
"gstreamer.qapt",2.06311451664272,0.0225,0.88
"gtk.engines.breeze",4.72143769209083,0.0675,0.865
"ippusbxd",1.01102455263753,0.155,0.4725
"kaccounts.integration",2.21639852228787,0.0425,0.88
"kaccounts.providers",2.13403619891286,0.0275,0.905
"kde.config.mailtransport",2.16589391876254,0.0575,0.805
"kde.config.screenlocker",3.69804866527014,0.0575,0.845
"kde.config.sddm",2.20169575304605,0.045,0.89
"kde.config.whoopsie",2.32255491525341,0.1075,0.7875
"kdeconnect.plasma",2.11691997556071,0.0275,0.88
"kdeplasma.addons.data",2.34838178211415,0.0375,0.8975
"kde.spectacle",4.98693452165334,0.04,0.8875
"kde.style.oxygen.qt",2.18311053186107,0.03,0.8625
"kde.style.qtcurve.qt",2.07190641820889,0.0325,0.8575
"kde.telepathy.kaccounts",2.17009944020699,0.0175,0.8775
"khotkeys",2.51682239894479,0.0475,0.8875
"khotkeys.data",2.00944805861818,0.025,0.845
"kimageformat.plugins",2.33841784703961,0.035,0.88
"ksysguard.data",2.05915483193412,0.02,0.8925
"kubuntu.driver.manager",2.29066348088492,0.0525,0.8175
"kubuntu.notification.helper",1.9762661211686,0.0625,0.7825
"kubuntu.settings.desktop",2.68411935876315,0.12,0.825
"kubuntu.web.shortcuts",2.169994737458,0.0675,0.815
"kwayland.data",1.31392153293593,0.1325,0.6275
"kwayland.integration",1.57294265521359,0.0225,0.7925
"kwin",0.718544283222172,0.3075,0.3875
"kwin.addons",1.87473339376984,0.0675,0.785
"kwrited",1.97178171780309,0.0225,0.8325
"libdfu",1.49520720206099,0.09,0.6925
"libfcitx.config",2.14704791694327,0.015,0.91
"libfcitx.core",2.09223307453163,0.0075,0.9175
"libfcitx.gclient",2.16803778654557,0.015,0.91
"libfcitx.qt",2.53098134417949,0.0125,0.9275
"libfcitx.utils",2.17842488043845,0.0075,0.935
"libfwup",1.31301409591509,0.0375,0.6825
"libfwupd",1.54628191809147,0.0875,0.7125
"libgcab",1.08997718187514,0.1725,0.5225
"libgrantlee.templates",2.14736235981719,0.0725,0.8
"libgrantlee.textdocument",1.88321885793085,0.055,0.8
"libkaccounts",2.15204586001606,0.0325,0.8775
"libkfakonadiagentbase",2.205028990022,0.08,0.815
"libkfakonadicalendar",1.90463099873039,0.035,0.7825
"libkfakonadicontact",2.07016004663701,0.065,0.805
"libkfakonadicore",2.01454163454725,0.07,0.7725
"libkfakonadicore.bin",4.0474961423508,0.03,0.8425
"libkfakonadimime",1.91189389025975,0.0775,0.7675
"libkfakonadinotes",2.20058392580097,0.075,0.78
"libkfakonadiprivate",2.28702891167071,0.065,0.805
"libkfakonadisearchdebug",4.32522791914672,0.0725,0.84
"libkfakonadisearchpim",2.18356718739654,0.07,0.8025
"libkfakonadiwidgets",2.07837250932277,0.0675,0.8025
"libkfalarmcalendar",1.8429095326133,0.0525,0.7775
"libkfbluezqt",2.09470700709132,0.0225,0.86
"libkfbluezqt.data",2.29305334732799,0.0275,0.89
"libkfcalendarcore",2.30351210598201,0.0575,0.8075
"libkfcalendarevents",1.56819601405847,0.18,0.63
"libkfcalendarsupport",4.82289450782866,0.0475,0.865
"libkfcalendarutils",1.87059700931629,0.0675,0.7975
"libkfcontacts",1.94390469839331,0.0725,0.8125
"libkfcontacts.data",2.00377413406454,0.0675,0.785
"libkfemoticons.bin",2.16483252391027,0.0225,0.8875
"libkfeventviews",3.12515274096943,0.035,0.85
"libkffollowupreminder",3.76353826705052,0.06,0.83
"libkfgapicalendar",1.81885296924809,0.065,0.77
"libkfgapicontacts",2.17392193441916,0.075,0.785
"libkfgapicore",2.42827507883019,0.08,0.8175
"libkfgapi.data",2.11784827066242,0.085,0.79
"libkfgapidrive",2.17327401897203,0.0675,0.78
"libkfgapitasks",2.21935193932164,0.0625,0.7975
"libkfgpgmepp.pthread",2.68358523187929,0.045,0.83
"libkfgravatar",4.07680093916382,0.055,0.865
"libkfholidays",1.88684515447129,0.075,0.78
"libkfholidays.data",1.93320461962748,0.0725,0.7875
"libkfidentitymanagement",2.09254306347875,0.0575,0.815
"libkfimap",2.01814193309546,0.0825,0.7825
"libkfincidenceeditorsng",3.49585964962955,0.03,0.8775
"libkfkdcraw",3.93345016899615,0.0375,0.8675
"libkfkdelibssupport.bin",1.62258167270101,0.0475,0.77
"libkfkdepimdbusinterfaces",3.349898315531,0.035,0.85
"libkfkdgantt",3.30814361090857,0.0525,0.8425
"libkfkhtml.bin",1.73455949433597,0.03,0.8
"libkfkipi",4.2636934989489,0.0425,0.855
"libkfkipi.data",3.93932133254438,0.025,0.86
"libkfkmanagesieve",5.31101573458479,0.075,0.8775
"libkfkontactinterface",2.01137846859796,0.08,0.78
"libkfkontactinterface.data",2.18919700769004,0.085,0.7975
"libkfksieve",3.48137113773127,0.07,0.8325
"libkfksieveui",3.7099256754519,0.0575,0.8625
"libkfldap",1.82407480400737,0.0375,0.7925
"libkflibkdepim",10.2397620337222,0.05,0.88
"libkflibkleo",3.2133423881757,0.035,0.8775
"libkfmailcommon",3.89866175076695,0.0625,0.855
"libkfmailimporter",3.95308011032275,0.065,0.85
"libkfmailtransport",1.86351463294772,0.0625,0.765
"libkfmailtransport.data",1.99662491820271,0.075,0.7475
"libkfmbox",2.08092218208401,0.0675,0.7775
"libkfmessagecomposer",3.49783792893532,0.035,0.8525
"libkfmessagecore",4.28004354051533,0.05,0.845
"libkfmessagelist",4.36362882615552,0.0625,0.85
"libkfmessageviewer",4.15359713389175,0.045,0.8575
"libkfmime",2.35680831407325,0.08,0.8125
"libkfnoteshared",6.47027652576806,0.055,0.8925
"libkfparts.plugins",1.49205397520982,0.0475,0.7775
"libkfpimcommon",4.87992563119042,0.055,0.86
"libkfpimtextedit",1.91217450162605,0.0675,0.7625
"libkfprison",2.10008470028604,0.0325,0.87
"libkfqgpgme",2.33565358778218,0.09,0.8125
"libkfscreen.bin",3.83247097371682,0.0575,0.8725
"libkfsendlater",4.31744690228112,0.0425,0.8625
"libkfsu.bin",1.90647372364132,0.03,0.845
"libkfsyndication",2.07144480400547,0.0675,0.82
"libkfsysguard.bin",2.29280327149809,0.0225,0.8525
"libkftemplateparser",3.81149853781085,0.055,0.8075
"libkftexteditor.libjs.underscore",2.23118115860932,0.0875,0.81
"libkftnef",2.28801549039193,0.0775,0.8125
"libkfunitconversion",2.26225546206724,0.0225,0.8825
"libkfunitconversion.data",2.05676053015535,0.0275,0.8825
"libkscreenlocker",3.58934893988363,0.045,0.8425
"libktpcommoninternals",1.92883151069583,0.0275,0.8575
"libktplogger",1.9835144089269,0.01,0.87
"libktpmodels",1.94510411771338,0.02,0.84
"libktpotr",2.17639380974229,0.0375,0.85
"libktpwidgets",2.12788745713535,0.0175,0.855
"libmirclient",0.803885919992153,0.19,0.325
"libmircommon",0.77263393941163,0.18,0.295
"libmirprotobuf",0.769422455676017,0.185,0.2975
"liboxygenstyle",2.1427836883384,0.0275,0.86
"liboxygenstyleconfig",2.09805339447387,0.0325,0.885
"libpam.kwallet",2.94969918399706,0.075,0.8375
"libpowerdevilcore",2.1002285051677,0.03,0.8825
"libpowerdevilui",2.09376962013825,0.0425,0.89
"libqca.qt",2.2235469578907,0.0275,0.8775
"libqtcurve.utils",2.12580864157132,0.035,0.875
"libqtwaylandclient",1.71790073094544,0.05,0.785
"libreoffice.style.breeze",3.09053109228093,0.0025,0.9725
"plasma.discover",5.42284270743369,0.0575,0.875
"plasma.discover.common",4.20280340544329,0.055,0.8675
"plasma.discover.private",3.62739888589506,0.0475,0.8575
"plasma.discover.updater",3.28957988045261,0.0275,0.835
"plasma.look.and.feel.org.kde.breezedark.desktop",3.53503485675083,0.0525,0.855
"plasma.pa",2.0814932083158,0.0175,0.8725
"plymouth.theme.kubuntu.logo",2.56188754761887,0.0825,0.795
"plymouth.theme.kubuntu.text",2.43860664064369,0.1025,0.7825
"powerdevil",2.06678778856517,0.02,0.87
"powerdevil.data",2.15684640697651,0.025,0.8675
"qml.module.org.kde.activities",1.36314213231284,0.11,0.6475
"qml.module.org.kde.bluezqt",1.90686246570474,0.025,0.865
"qml.module.org.kde.kio",2.24255658536003,0.0425,0.9
"qml.module.org.kde.runnermodel",2.30223272400765,0.0325,0.8775
"qml.module.org.kde.telepathy",2.22131565643822,0.025,0.8925
"qtdeclarative.xmllistmodel.plugin",3.98221959015474,0.05,0.85
"qtwayland",1.60082882821764,0.04,0.785
"ruby.did.you.mean",0.715238043107153,0.3475,0.4125
"ruby.net.telnet",0.777957189174635,0.3125,0.4325
"ruby.power.assert",1.18812203356411,0.1525,0.545
"sddm",1.75923493353209,0.015,0.845
"sddm.theme.breeze",2.20441402470098,0.03,0.8775
"signon.kwallet.extension",2.33702868465735,0.015,0.8825
"signon.ui.service",1.71486387195322,0.0125,0.8875
"signon.ui.x",1.81531895525639,0.0175,0.9175
"snapd",1.37852303227774,0.075,0.685
"telepathy.accounts.signon",2.23773751010939,0.02,0.895
"ttf.ancient.fonts.symbola",0.748529587702007,0.2475,0.305
"ubiquity.slideshow.kubuntu",4.63504353833086,0.0525,0.8425
"ubuntu.core.launcher",1.4466669209421,0.08,0.6775
"user.manager",2.05363864545893,0.0425,0.8425
"vdpau.driver.all",0.528981421794793,0.295,0.235
"xserver.xorg.video.amdgpu",1.61726807054698,0.015,0.865
"cesp",2.32278742357058,0.2775,0.66
"firefox.gnome.support",0.00478574167679316,0.4825,0.2875
"flashplugin.downloader",2.48388367376298,0.26,0.695
"foozjs",0.354187879101455,0.385,0.315
"gens.gs",1.77211974132647,0.2525,0.67
"gens.gs.data",2.20530446904873,0.265,0.6525
"gnome.games.common",2.10023133555099,0.25,0.655
"gwibber",0.340112690515232,0.4375,0.3175
"gwibber.service",0.265642957656755,0.465,0.2725
"gwibber.service.facebook",0.321595519304673,0.4125,0.275
"gwibber.service.identica",0.289788386653179,0.41,0.285
"gwibber.service.twitter",0.238704150490881,0.455,0.2725
"ibus.pinyin.db.android",0.000158460919466873,0.52,0.24
"indicator.status.provider.mc",-0.301457360824805,0.565,0.305
"launchpad.integration",0.490199030318004,0.365,0.35
"libdconf.qt",2.21645165865773,0.2425,0.69
"libgwibber",0.359030858367327,0.4125,0.31
"libgwibber.gtk",0.321156471112661,0.4375,0.28
"libindicator.messages.status.provider",0.311868030815813,0.425,0.26
"liblaunchpad.integration",0.438474711644592,0.3825,0.265
"liblaunchpad.integration.common",0.392203492110667,0.43,0.275
"liboverlay.scrollbar",1.6270926055625,0.2425,0.65
"libqtbamf",2.08988845874715,0.25,0.6525
"libqtdee",2.5061526769947,0.2525,0.6775
"libqtgconf",1.8940334212806,0.225,0.6425
"libtextcat.data",2.67830316478793,0.27,0.69
"libutouch.evemu",1.94923931363135,0.22,0.6725
"libutouch.frame",1.60362085646581,0.215,0.6225
"libutouch.geis",2.6248661666804,0.2275,0.705
"libutouch.grail",1.99083156259999,0.2575,0.6675
"nvidia.common",-0.00685118148006258,0.51,0.28
"pptview",1.94953712483337,0.245,0.69
"pxljr",1.25811447151384,0.2625,0.555
"python.argparse",1.81924891763806,0.1875,0.665
"python.farsight",1.9046153594165,0.225,0.675
"python.gobject.cairo",1.65882909069675,0.265,0.65
"python.papyon",1.72145132569516,0.21,0.6775
"python.virtkey",0.179071370176096,0.455,0.1525
"rastertosag.gdi",1.73809651294628,0.2325,0.675
"telepathy.butterfly",2.18561377392497,0.2525,0.675
"thunderbird.globalmenu",1.65054183829144,0.2625,0.63
"thunderbird.locale.en.gb",2.65315227724467,0.0125,0.9375
"ttf.droid",0.372159187446434,0.4225,0.2925
"ubiquity.frontend.debconf",1.359046214459,0.0725,0.67
"unity.common",2.49029114079381,0.2625,0.6775
"wireless.crda",2.06133067461456,0.25,0.67
"worldofgoodemo",2.38111327385272,0.2525,0.6975
"zeitgeist.extension.fts",1.80877051389173,0.26,0.6475
"adobe.flashplugin",1.28026550383672,0.1575,0.615
"adobe.flash.properties.gtk",2.60864636014248,0.065,0.8025
"casper.customize.mod.autologin",1.18367158083602,0.3975,0.5
"cloudbook",1.02777829078682,0.3325,0.4875
"drgeo",1.19401439902396,0.3525,0.53
"firefox.locale.ca",1.25985528915204,0.3725,0.5
"gimp.help.es",-0.659272949268541,0.6425,0.1675
"gnome.dvb.client",0.747027316890518,0.39,0.495
"gnome.dvb.daemon",0.879956724871586,0.3325,0.475
"hotpotatoes",1.18282710003623,0.3375,0.5275
"java.custom.runner",1.07775006287175,0.38,0.49
"keep.skel",1.00321074548658,0.3825,0.4875
"keep.skel.plugins.base",1.14667142216955,0.365,0.55
"language.pack.gnome.qcv.base",0.938896573944051,0.39,0.47
"lightdm.running",1.03759217496117,0.36,0.505
"linux.headers.generic.lts.utopic",2.30274507791931,0.1125,0.81
"linux.image.generic.lts.utopic",2.78724140261113,0.115,0.815
"lliurex.apt",1.09505452160929,0.3425,0.5125
"lliurex.artwork.backgrounds.contest",0.868691563989694,0.37,0.48
"lliurex.artwork.backgrounds.desktop",1.01327489413046,0.37,0.495
"lliurex.artwork.banners",1.22601982518646,0.37,0.525
"lliurex.artwork.cursors.default",1.08186319163152,0.3725,0.495
"lliurex.artwork.defaults.desktop",1.04657187418908,0.38,0.505
"lliurex.artwork.fonts",1.05433272124348,0.425,0.495
"lliurex.artwork.icons",1.3685672148566,0.37,0.5375
"lliurex.artwork.plymouth.desktop",0.684383419682877,0.3425,0.4075
"lliurex.artwork.plymouth.text",0.906386615469218,0.3525,0.475
"lliurex.artwork.theme.desktop",1.52583717921263,0.3725,0.545
"lliurex.autorun",1.00805451027406,0.3275,0.475
"lliurex.base.files",0.844302134861461,0.3525,0.46
"lliurex.cdd",1.08974842534504,0.3475,0.5025
"lliurex.cdd.edu.gdesktop",0.922783155122717,0.375,0.4775
"lliurex.cdd.live",1.22097943385279,0.375,0.495
"lliurex.certificates",1.0708639287201,0.39,0.495
"lliurex.common.utils",1.51845067723206,0.37,0.5325
"lliurex.do",1.23791857763611,0.385,0.525
"lliurex.firefox.settings",0.653295692124867,0.3975,0.435
"lliurex.fonts.installer",1.26375497060687,0.335,0.565
"lliurex.grub.custom",0.877609626982953,0.3525,0.4825
"lliurex.hotpotatoes.data",0.979651184765157,0.375,0.505
"lliurex.menus",0.893454111537191,0.3875,0.4875
"lliurex.mime.settings",1.44028126980055,0.33,0.515
"lliurex.minimal.zen.artwork",0.87323174481408,0.415,0.46
"lliurex.preseed.common",0.960116464587359,0.375,0.4625
"lliurex.profile.d",1.29048975004823,0.3425,0.555
"lliurex.robotics",1.03894324309592,0.3725,0.51
"lliurex.tuxpaint.stamps",0.865414025083777,0.375,0.4625
"lliurex.ubiquity.addons.install.supported.hardware",1.41787774465437,0.4175,0.51
"lliurex.ubiquity.casper.base",1.07641282445463,0.3725,0.5275
"lliurex.ubiquity.slideshow",1.24365724683153,0.4025,0.525
"lliurex.ultimate.rescue",1.03211202067877,0.355,0.515
"lliurex.up",0.978167082650556,0.335,0.48
"lliurex.up.nd.plugin",0.902761570391405,0.345,0.45
"lliurex.zero.installer.dvdcss",0.994393832202977,0.3675,0.505
"lliurex.zero.installer.hotpotatoes",0.82600782396739,0.375,0.4475
"lliurex.zero.installer.pyromaths",0.866323047794311,0.3625,0.4625
"lliurex.zero.installer.recursos",0.963462964920735,0.3575,0.4925
"lliurex.zero.libreoffice.reset",1.30046712897362,0.395,0.525
"lliurex.zero.salt",0.928770775030759,0.36,0.4825
"llxcfg.common",1.04509052507718,0.3425,0.4875
"llxcfg.desktops.keeper",0.969669262702622,0.335,0.495
"llxcfg.runtime",1.05071833273734,0.3425,0.5225
"llxcfg.scripts.common",1.19470960662741,0.3625,0.55
"nautilus.java.custom.runner",1.27203478634923,0.375,0.5575
"nautilus.script.audio.convert",0.927547202063216,0.3525,0.4575
"nd.lliurex.base",0.932917877739443,0.3525,0.4675
"nd.remote.gui.plugin",1.2506883587756,0.3925,0.5425
"node.webkit",1.13359427082998,0.3675,0.515
"omnitux",0.966059268914511,0.38,0.495
"op",1.74334181246941,0.41,0.54
"openshot.valencian.translation",0.961656325564665,0.36,0.4625
"oracle.java.installer",2.15652768322771,0.125,0.75
"oracle.java.set.default",1.98425351327122,0.14,0.7325
"pysycache.qcv",0.997697035566514,0.3525,0.5
"python.intef.exe",0.850968408735739,0.3625,0.495
"python.java.custom.runner",1.15799608174678,0.355,0.4925
"python.llxnet",0.856228415848723,0.3525,0.465
"python.uniconvertor",0.349097374544101,0.4225,0.3175
"qstopmotion",0.856641317289387,0.355,0.4575
"sa",1.01777606343882,0.37,0.47
"scheduler",1.25900924996967,0.425,0.5
"thunderbird.locale.ca",0.879114147530994,0.3625,0.4725
"thunderbird.locale.es.ar",1.92654917196913,0.1025,0.7575
"totem.plugins.dvb.daemon",0.929039917562607,0.39,0.4675
"totem.plugins.extra",1.05673781896977,0.185,0.5175
"wkhtmltox",1.28756911757991,0.3525,0.5225
"zero.center",1.06968230961576,0.385,0.5125
"zero.center.common",1.02953145770878,0.35,0.4975
"zero.installer.fonts",1.01055633657476,0.3725,0.5125
"zero.lliurex.adobeair",1.10190794579882,0.3575,0.535
"zero.lliurex.adobereader",0.943099032519565,0.3575,0.4775
"zero.lliurex.arasuite",1.16278349694402,0.395,0.495
"zero.lliurex.cmaptools",1.17378012238742,0.37,0.5525
"zero.lliurex.flavours",0.818619043739047,0.3725,0.4675
"zero.lliurex.gearth",1.09422880208175,0.35,0.5175
"zero.lliurex.java.browser.plugin.selector",0.990807712351623,0.36,0.47
"zero.lliurex.java.controlpanel",0.985227976511089,0.355,0.4925
"zero.lliurex.java.installer",1.28059664842655,0.325,0.53
"zero.lliurex.java.jre.selector",1.06162672730869,0.385,0.5025
"zero.lliurex.javaws.selector",1.17601388626357,0.32,0.4975
"zero.lliurex.jclic.biblio.installer",1.02988165771533,0.36,0.5
"zero.lliurex.sketchup",1.05448071043205,0.3525,0.52
"adwaita.icon.theme.full",4.00670761745994,0.0875,0.83
"libaudgui",3.77355562508719,0.095,0.8375
"libaudtag",3.51385832575201,0.1,0.82
"libbinio",1.43368835820314,0.1625,0.62
"libnma",1.52694625415851,0.0625,0.73
"libnma.common",1.54345281739837,0.0725,0.75
"libtimezonemap.data",0.870484166026932,0.1675,0.3925
"lightdm.gtk.greeter.settings",0.476556263476521,0.39,0.265
"lubuntu.desktop",4.11339241240302,0.075,0.8325
"acroread",-0.863701960481819,0.6925,0.18
"acroread.data",-2.694439290568,0.915,0.04
"acroread.debian.files",-2.84742212832351,0.88,0.0475
"acroread.dictionary.en",-3.28296657671805,0.8925,0.0675
"acroread.escript",-4.32664458830164,0.8725,0.0575
"acroread.ln.en",-2.65133543691596,0.8975,0.04
"acroread.plugins",-2.95852055556757,0.865,0.06
"activity.log.manager.common",-2.75163455765573,0.8875,0.045
