"package","D.Obs","P0","P1"
"libjs.sphinxdoc",1.33032174247666,0.035,0.715
"libjs.underscore",1.41338992661618,0.01,0.815
"libjte",1.16988322912971,0.03,0.6725
"libkcrypto",-4.24876441512771,0.9325,0
"libkeybinder",1.15442269127415,0.05,0.6075
"libkeyutils",-6.35606979344933,0.945,0
"libklibc",-2.95355874826472,0.9625,0.01
"libkmod",0.164264278980435,0.515,0.0675
"libkrbsupport",-9.25078619204789,0.9575,0
"libksba",1.57266237740925,0.0025,0.97
"liblangtag",1.381835044175,0.0125,0.8875
"liblangtag.common",1.43699946556153,0.0025,0.9
"liblapack",0.639343188761261,0.1925,0.1425
"liblcms",2.52884396269407,0.1375,0.8
"liblcms.utils",1.52335571451801,0.005,0.89
"libldap",3.49097495890385,0.22,0.715
"libldb",0.495395095709658,0.2375,0.055
"liblircclient",0.53022291514898,0.275,0.1275
"libllvm",0.301241653983976,0.42,0.07
"liblocale.gettext.perl",-3.3975771364466,0.9725,0.0025
"liblockfile",1.6306437881816,0,0.9925
"liblockfile.bin",1.51930658976411,0.0025,0.955
"liblogging.stdlog",-0.440087451888884,0.715,0.005
"liblognorm",-0.4603290213191,0.7175,0.005
"liblsan",1.41394062798159,0.0075,0.8875
"libltdl",2.26892760914939,0.2375,0.6875
"liblua",0.838304524005778,0.205,0.3775
"liblvmapp",1.07040788717793,0.0575,0.5575
"liblwres",1.78798355353279,0.0325,0.8375
"liblzma",-1.71703257315264,0.8575,0.0275
"liblzo",0.241783282915582,0.4625,0.0975
"libmad",0.788651036971471,0.2175,0.335
"libmagic",-0.847384781273341,0.76,0.135
"libmhash",1.10491555582934,0.0725,0.55
"libmikmod",1.06099369412629,0.055,0.54
"libminiupnpc",0.190154849895701,0.42,0.005
"libmng",0.964414062380872,0.0825,0.41
"libmnl",0.427968206293239,0.295,0.05
"libmodplug",0.730373864925103,0.2025,0.23
"libmotif.common",0.316498125775085,0.4375,0.2125
"libmount",1.01158542070387,0.1375,0.52
"libmpc",0.0694349459978019,0.565,0.1075
"libmpcdec",1.22941977702019,0.0475,0.715
"libmpdec",0.473504672638619,0.31,0.07
"libmpfr",1.06277614245083,0.2125,0.535
"libmpg",0.864286935923086,0.13,0.32
"libmplame",0.593726117216268,0.2625,0.19
"libmspub",1.4064280691393,0.005,0.9125
"libmtdev",-0.160434731375151,0.67,0.0125
"libmtp",-0.335267449825129,0.71,0.0125
"libmtp.common",0.222935580621746,0.4475,0.0425
"libmtp.runtime",-0.668967875371797,0.8275,0
"libmusicbrainz",0.303707621373415,0.3775,0.04
"libmwaw",1.64307768740267,0,0.95
"libmythes",0.953928527622586,0.0975,0.415
"libnatpmp",0.358750025452787,0.3825,0.075
"libnautilus.extensiona",0.707382122238974,0.2,0.185
"libncursesw",-9.60986974217002,0.9325,0
"libneon.gnutls",0.985661311500888,0.09,0.445
"libnetfilter.acct",-0.011807089511849,0.5825,0.0875
"libnettle",0.235351373729102,0.4475,0.15
"libnewt",-3.20845821430985,0.7825,0.13
"libnfnetlink",-0.705776899812118,0.7475,0.035
"libnfsidmap",0.469047462314839,0.3275,0.1175
"libnl",-0.126155827219066,0.5525,0.175
"libnl.genl",1.62268007128402,0.05,0.81
"libnotify",0.297326597409528,0.47,0.1675
"libnspr",1.12003231270395,0.255,0.535
"libnss",0.405590424816511,0.43,0.26
"libnss.myhostname",0.33782938638975,0.395,0.1475
"libntdb",0.892858640412368,0.115,0.3575
"libnuma",-0.18667760521653,0.635,0
"libobjc",1.29793198308046,0.1275,0.6175
"libodfgen",1.5951784087982,0.005,0.945
"libogg",3.55895291158142,0.03,0.9325
"libopenal",1.31567414421498,0.0225,0.835
"libopenal.data",1.2373733825236,0.0275,0.7775
"libopencore.amrnb",0.892394083332448,0.1225,0.345
"libopencore.amrwb",0.862983437425598,0.1225,0.315
"libopencv.core",1.14514168113265,0.0475,0.6625
"libopencv.imgproc",1.12078131540441,0.0375,0.6125
"libopenjp",0.40703924958049,0.4375,0.38
"libopenjpeg",0.860858452593322,0.1325,0.375
"libopus",0.421982545361949,0.33,0.1225
"libopusfile",-0.645945416144277,0.7175,0.06
"liborc",0.343702716788189,0.445,0.16
"liborcus",1.39039741985587,0.005,0.875
"libotr",1.38964067782214,0.015,0.805
"libpackagekit.glib",0.528996490733548,0.275,0.11
"libpamg",-2.90689353130341,0.9625,0
"libpam.gnome.keyring",0.262796047571779,0.415,0.045
"libpam.modules",-2.53640170379422,0.96,0.0025
"libpam.modules.bin",0.572436514466072,0.3175,0.255
"libpam.runtime",-3.40500189958309,0.955,0
"libpango",-3.01436682058393,0.775,0.105
"libpangocairo",0.397778238723137,0.32,0.045
"libpangoft",0.383799837116982,0.3125,0.0625
"libpangomm",1.04621503485679,0.0875,0.51
"libpango.perl",0.998731063631618,0.0625,0.425
"libpangox",-0.0803706778426169,0.595,0.01
"libpangoxft",-0.143852187933702,0.6225,0.01
"libpaper",0.5056920094889,0.315,0.235
"libparted",1.69533010851319,0,1
"libparted.fs.resize",1.68025100404607,0,0.9875
"libpcap",0.445485653574852,0.375,0.18
"libpci",1.71807332799844,0.1125,0.7325
"libpciaccess",-0.452368704243601,0.6825,0.055
"libpcrecpp",0.442147593782441,0.315,0.085
"libpcsclite",-0.252053087591717,0.605,0.15
"libperl",0.714227109329824,0.33,0.3925
"libperl.corelibs.perl",1.10804785147557,0.0425,0.5625
"libpipeline",1.02194122397905,0.16,0.475
"libpisock",0.222218241846873,0.4875,0.075
"libpixman",-3.39899477417493,0.985,0
"libp.kit",1.01923722692107,0.1975,0.495
"libplist",0.171556584818916,0.5,0.0975
"libpolkit.agent",0.641938256053382,0.325,0.35
"libpolkit.backend",0.220399818645631,0.4625,0.1
"libpolkit.gobject",0.556122131370484,0.36,0.2975
"libpoppler",0.299826432762461,0.4175,0.17
"libpoppler.glib",0.417724933778985,0.385,0.1375
"libportaudio",1.11264775231181,0.0775,0.5575
"libpostproc",1.37272059866333,0.0075,0.8575
"libprocps",0.675145276720391,0.2225,0.26
"libproxy",0.130568627471205,0.4875,0.17
"libpsl",-0.603421467600301,0.7975,0
"libpth",0.815382253096098,0.13,0.275
"libpulse",0.223171545132648,0.47,0.21
"libpulse.mainloop.glib",0.244024933402145,0.4725,0.11
"libpython",-0.526635358687495,0.7075,0.06
"libpython.stdlib",0.303232119701591,0.395,0.0375
"libqpdf",0.878644431762285,0.08,0.315
"libqtcore",1.31993386061616,0.0175,0.8175
"libqtdbus",1.0240223232094,0.045,0.5075
"libqt.designer",1.20494436841219,0.0075,0.715
"libqtgui",1.2747498208107,0.035,0.7375
"libqt.gui",-0.844801891218185,0.715,0.1375
"libqt.network",1.28625580069667,0.0275,0.77
"libqt.opengl",1.04383353115104,0.045,0.52
"libqt.script",1.23603444275812,0.015,0.73
"libqt.svg",1.2102240596324,0.0175,0.715
"libqtwebkit",1.01951557671875,0.045,0.47
"libqt.xml",1.19941250255105,0.0275,0.7125
"libqt.xmlpatterns",1.12655097992817,0.0375,0.6275
"libquadmath",0.350871738657783,0.3775,0.1075
"libquvi",1.25508441058979,0.0325,0.765
"libquvi.scripts",1.29415689369821,0.015,0.8175
"libraptor",1.31723524834461,0.0525,0.685
"librarian",0.927317756757844,0.095,0.3625
"librasqal",1.27066053681249,0.0475,0.675
"libraw",0.446276827140803,0.37,0.27
"librcc",-0.468580022381665,0.675,0.05
"librcd",-0.538746438120074,0.6925,0.05
"librdf",1.26488881235546,0.06,0.6675
"libreoffice.base.core",0.826954606383429,0.115,0.2475
"libreoffice.calc",0.784534966546101,0.1375,0.2325
"libreoffice.common",0.834860805705352,0.1225,0.28
"libreoffice.core",0.821883745684916,0.1175,0.2775
"libreoffice.draw",0.873160067326992,0.1325,0.36
"libreoffice.gtk",1.02851694905147,0.0525,0.4825
"libreoffice.impress",0.893158566631171,0.1,0.34
"libreoffice.math",0.824443167778214,0.1025,0.245
"libreoffice.style.galaxy",1.17755737188115,0.045,0.6725
"libreoffice.writer",0.812204288369033,0.16,0.2675
"libresid.builder",0.768380543032735,0.145,0.225
"librest",0.830871700383578,0.135,0.2825
"librevenge",1.87317804404639,0,0.995
"libroken.heimdal",0.279488046134763,0.39,0.0325
"librsvg",1.19528821985197,0.21,0.55
"librsvg.common",-0.534072253768325,0.7475,0.0225
"librtmp",0.387522508624882,0.385,0.19
"libsamplerate",-0.607414958705427,0.7975,0.025
"libsane",1.25299843811506,0.06,0.6775
"libsane.common",0.952773284085796,0.08,0.4125
"libsane.hpaio",1.31670159564764,0.01,0.8575
"libsasl",2.52511492570173,0.23,0.6925
"libsasl.modules.db",0.474461407136127,0.28,0.06
"libschroedinger",0.767100288488688,0.1975,0.3225
"libsdl",1.20506382261678,0.08,0.6275
"libsdl.image",1.11750034198194,0.045,0.5925
"libsdl.mixer",1.21805865061527,0.0275,0.7075
"libsdl.net",0.790316263783984,0.1925,0.3125
"libsdl.sound",1.33760024358103,0.0675,0.6675
"libsecret",0.426295096835586,0.32,0.0725
"libsecret.common",0.389320877040774,0.325,0.06
"libselinux",-5.52011244455873,0.95,0
"libsemanage",0.399392770601631,0.3925,0.1325
"libsemanage.common",0.0358065999168582,0.5425,0.02
"libsensors",1.538697029706,0.0175,0.8875
"libsepol",-0.468409341540023,0.7175,0.03
"libsgutils",0.567346845314247,0.2525,0.1625
"libsidplay",1.0252589949866,0.065,0.4925
"libsidutils",-0.550181615968791,0.7275,0.0625
"libsigc..",-0.407539053414042,0.69,0.06
"libsigsegv",0.65650356636537,0.2,0.145
"libslang",-5.32426063660375,0.94,0
"libsm",-0.47429432365388,0.6525,0.09
"libsmartcols",1.30671771486051,0.0225,0.8
"libsmbclient",-0.0162269866352462,0.5875,0.0525
"libsndfile",1.42229337626276,0.1175,0.665
"libsnmp",1.18382276811165,0.04,0.65
"libsnmp.base",1.13321759475951,0.04,0.5725
"libsoup",-0.39045239566544,0.6625,0.0525
"libsoup.gnome",-0.405060288161495,0.6825,0.0375
"libsox",1.01419543122751,0.0575,0.4775
"libsox.fmt.alsa",0.919745237042723,0.08,0.3725
"libsox.fmt.base",0.968478204095087,0.07,0.45
"libsox.fmt.mp",0.675063060305329,0.2675,0.3275
"libspeex",-0.0958047459924004,0.5875,0.085
"libsqlite",-4.98719650410721,0.9275,0
"libss",-5.57494990771005,0.935,0
"libssh",1.52865581810299,0.02,0.91
"libstartup.notification",0.521373921848011,0.385,0.365
"libstfl",-2.10073392035243,0.795,0.0775
"libswscale",1.46063228612486,0.005,0.925
"libtag",-0.113955800358898,0.6,0.0725
"libtagc",1.31988676088128,0.0325,0.7525
"libtag.vanilla",1.70219081769395,0,0.9925
"libtalloc",-0.70774288865077,0.765,0.04
"libtbb",1.15047138018274,0.03,0.63
"libtcl",0.924860414821909,0.085,0.3725
"libtdb",-1.02556125212289,0.7625,0.0425
"libterm.readkey.perl",0.282644088496933,0.4225,0.08
"libtevent",0.483035357275315,0.3075,0.06
"libtext.charwidth.perl",-1.76915158324756,0.8975,0.0025
"libtext.iconv.perl",-2.48942333847244,0.9625,0
"libtext.wrapin.perl",-1.87205214432583,0.8975,0.0075
"libthai",-3.14520935377885,0.98,0.005
"libthai.data",-2.34997545795586,0.9375,0
"libtheora",-0.17015882268759,0.6275,0.0575
"libtiff",0.200692938657703,0.4775,0.2375
"libtinfo",1.08848664054258,0.1575,0.5325
"libtirpc",0.534034661976455,0.305,0.14
"libtk",0.761034155132643,0.1375,0.2275
"libtorrent",0.244640359992643,0.445,0.2975
"libtre",1.23549629235119,0.0475,0.6475
"libtsan",0.35143279979406,0.36,0.055
"libtwolame",0.916703127506332,0.11,0.3625
"libubsan",1.50926659984105,0.005,0.95
"libudev",-4.97899246531481,0.9275,0
"libuniconf",-0.464983071725518,0.75,0
"libunistring",0.123042480790416,0.4825,0.04
"libupower.glib",0.0805153061884644,0.535,0.06
"libusbmuxd",0.226092139694009,0.48,0.1125
"libustr",0.462549028220566,0.375,0.1625
"libuuid",-5.13846912191413,0.94,0
"libva",0.57416745228447,0.2875,0.18
"libva.glx",1.22123677196936,0.1075,0.655
"libval",-0.26292694010601,0.6,0.1325
"libva.x",0.932217748743416,0.09,0.4025
"libvdpau",0.638878662682047,0.195,0.085
"libvisio",1.25034242495133,0.015,0.7875
"libvisual",-0.14243666606222,0.6,0.05
"libvl",0.275662319572127,0.4725,0.185
"libvlconvert",0.586528620473172,0.3025,0.255
"libvorbisa",0.115562619291399,0.5125,0.1575
"libvorbisenc",1.54084589952358,0.1325,0.675
"libvorbisfile",1.19806710406532,0.095,0.585
"libvpx",0.335976382856854,0.375,0.145
"libvte",0.741139095738359,0.2625,0.3125
"libvte.common",0.451374141338144,0.3175,0.0625
"libwavpack",-0.0935256982772095,0.575,0.0725
"libwayland.client",0.361491688575522,0.36,0.0525
"libwayland.cursor",0.386926643959854,0.3175,0.055
"libwayland.egl.mesa",1.19885065823516,0.03,0.6825
"libwayland.server",0.366007370651863,0.3325,0.055
"libwbclient",-0.567791965339985,0.735,0.0375
"libwebcam",0.0369691872035545,0.5375,0.3275
"libwebp",0.245688684259628,0.4025,0.0425
"libwebpdemux",0.18514158168954,0.4925,0.08
"libwebpmux",0.463059738869406,0.2775,0.0675
"libwind.heimdal",0.326985014234502,0.375,0.035
"libwnck",1.01404592267771,0.0675,0.48
"libwpd",1.05963172016791,0.055,0.535
"libwpg",1.0566079165245,0.0825,0.53
"libwps",1.18970911894235,0.025,0.69
"libwrap",3.34656205149084,0.26,0.6975
"libwvstreams",-0.440030635735441,0.75,0.0025
"libx",-6.5533928238783,0.94,0
"libxapian",0.156671975933954,0.47,0.225
"libxatracker",1.33300605864653,0.025,0.8075
"libxau",-3.71003280823014,0.94,0
"libxaw",0.504545135595745,0.3925,0.34
"libxcb",-4.83891712856708,0.94,0
"libxcb.dri",0.0183952481868732,0.5575,0.09
"libxcb.glx",0.504743628022379,0.3375,0.235
"libxcb.present",0.304529736256958,0.3925,0.055
"libxcb.render",-3.13322184595493,0.9675,0.0025
"libxcb.shape",-0.129461939807393,0.5825,0.0875
"libxcb.shm",-2.41198600986791,0.895,0.02
"libxcb.sync",0.334799022753101,0.3725,0.0475
"libxcb.util",-0.341838199764382,0.69,0.0325
"libxcb.xfixes",0.0110215336936658,0.5425,0.015
"libxcomposite",0.15683834221261,0.4575,0.215
"libxcursor",0.109108806373059,0.47,0.22
"libxdamage",0.0519493347339139,0.4975,0.2425
"libx.data",-2.38518195157899,0.9425,0.0025
"libxdmcp",-5.52085709712555,0.9475,0
"libxdo",0.45862265195507,0.37,0.2125
"libxemu",-0.126770986612828,0.605,0.09
"libxext",0.68220699451696,0.36,0.4275
"libxfceui",1.0934429882698,0.045,0.565
"libxfceutil",1.00599471631133,0.0675,0.495
"libxfceutil.common",1.18111486619179,0.0325,0.635
"libxfconf",1.11296803877251,0.0525,0.5875
"libxfixes",0.0867980189592803,0.5275,0.265
"libxfont",-0.297031572598587,0.595,0.085
"libxft",-3.3133396473848,0.77,0.115
"libxi",0.75921244674949,0.2975,0.45
"libxinerama",0.0320945674764782,0.5175,0.235
"libxkbcommon",0.355181288288151,0.355,0.0425
"libxkbfile",-0.567793973714329,0.725,0.055
"libxm",0.361512724756705,0.4075,0.245
"libxmlrpc.core.c",1.00000374283233,0.2375,0.49
"libxmu",-0.548057361549303,0.715,0.055
"libxmuu",0.102314066452731,0.4775,0.2575
"libxpm",0.187068501917312,0.4775,0.22
"libxrandr",0.119910423287973,0.4875,0.2375
"libxrender",-3.41791747826452,0.9675,0.005
"libxres",0.874075470336131,0.13,0.3375
"libxshmfence",0.374100918075787,0.355,0.075
"libxslt",-2.21170589850903,0.9425,0.01
"libxss",-0.297715253606983,0.6925,0.01
"libxt",-0.478548686402843,0.6525,0.11
"libxtables",0.359962359811285,0.3625,0.045
"libxtst",-0.413659104726913,0.6325,0.1175
"libxv",-0.552580688580402,0.7175,0.055
"libxvidcore",0.620793181088057,0.26,0.1825
"libxvmc",0.0194087644791298,0.59,0.13
"libx.xcb",1.0436941819948,0.2075,0.51
"libxxfdga",-0.794792278572632,0.7675,0.02
"libxxfvm",0.162765329805418,0.49,0.2275
"libyajl",0.993022225089099,0.0975,0.4825
"links",-1.04397731466478,0.7925,0.055
"linux.headers",-0.71010814826024,0.805,0.0025
"linux.image",-1.25733597546107,0.7425,0.11
"live.boot.docs.antix",-3.15212300085341,0.795,0.085
"live.init.antix",-2.64861769114773,0.7975,0.0925
"livestreamer",-3.04366327360092,0.835,0.08
"live.usb.cli.antix",-2.54932133229288,0.76,0.0875
"live.usb.gui.antix",-3.61397823242256,0.77,0.085
"lm.sensors",1.44442416832004,0.005,0.875
"locales",-0.525363078563011,0.7125,0.07
"lockfile.progs",0.95320444829792,0.08,0.4025
"login",-2.52266914983494,0.9675,0
"logrotate",-2.06577776681067,0.9175,0.005
"lp.solve",1.23715479196165,0.02,0.7375
"lsb.base",-3.83719356705657,0.9775,0
"lsb.release",-0.000546725838799703,0.6025,0.03
"lsof",-0.177439212050609,0.64,0.0225
"lua.filesystem",-1.68488543518022,0.7825,0.09
"luckybackup",-2.83360684894521,0.7725,0.0925
"luckybackup.data",-2.79930390413195,0.7725,0.0825
"lxappearance",0.539255814720024,0.2825,0.145
"lxmenu.data",0.773011193811729,0.165,0.27
"lzma",0.431247180555028,0.3375,0.0825
"make",0.166558416584592,0.485,0.025
"man.db",-1.1648209712286,0.8575,0.0075
"manpages",-0.310023206638738,0.7075,0.0025
"mawk",-0.979476248117168,0.82,0.01
"mbr",-0.873000377261695,0.8225,0.005
"mc",0.484051097745528,0.34,0.12
"mc.data",0.488313017321459,0.3225,0.1475
"mediterranean.themes",-2.91444952324869,0.78,0.095
"memtest.",-0.56894907583573,0.7875,0
"menu",0.653014387255984,0.1625,0.1425
"menu.fluxbox.antix",-3.29624834434625,0.8025,0.115
"menu.icewm.antix",-2.75934154771056,0.8025,0.0925
"menu.jwm.antix",-2.79688612582764,0.7925,0.0825
"menu.manager.antix",-3.15869279778744,0.8075,0.0925
"menu.xdg",-0.538254998236361,0.7625,0
"mesa.utils",1.06199938869633,0.0575,0.5275
"midisport.firmware",1.3117126082392,0.1325,0.6325
"mime.support",-2.42579442666521,0.9425,0
"mirage",0.863425643081679,0.3,0.44
"mlocate",-1.38664456851126,0.955,0
"mlock",-0.986775452052134,0.645,0.1775
"mobile.broadband.provider.info",0.121333475737813,0.4775,0.02
"moc",-0.590385653808051,0.7275,0.06
"module.assistant",0.641875421139035,0.2325,0.1975
"module.init.tools",1.2756835361159,0.0175,0.795
"most",-1.68974060062067,0.815,0.0425
"mount",-2.71429922400957,0.9475,0.005
"mountbox.antix",-2.9199161078273,0.74,0.0925
"mouse.cc.antix",-3.22834283729065,0.7775,0.1
"mpblaster",-3.15247382986694,0.7775,0.0975
"mpg",0.0321981317597509,0.5525,0.04
"mplayer",1.19461705276291,0.0275,0.6625
"mpv",0.196692241592708,0.48,0.265
"mtools",1.37945502091091,0.01,0.81
"mtpaint",1.49249138872927,0.06,0.695
"multiarch.support",0.0155378601910028,0.5975,0.095
"mupdf",-3.91120124042764,0.785,0.0925
"mupdf.tools",-3.47550598470804,0.7975,0.085
"murrine.themes",-0.0780585614616464,0.535,0.185
"myspell.ca",-1.12452651695777,0.65,0.2175
"myspell.de.de",-2.93754830028687,0.8175,0.0875
"myspell.el.gr",-3.98479647517524,0.8025,0.1125
"myspell.en.gb",2.23299689334947,0.005,0.985
"myspell.en.us",1.69352453214202,0.045,0.8375
"myspell.es",1.43765277694336,0.035,0.71
"myspell.fr",-2.04935889486151,0.7625,0.075
"myspell.nl",-2.49535860813481,0.7775,0.0975
"myspell.pl",-3.086755486604,0.7925,0.0925
"myspell.pt.br",2.13014526320978,0.015,0.9475
"nano",-1.89504880431032,0.9575,0
"nautilus.data",0.407191333702336,0.3325,0.0775
"ncurses.base",-2.44830365428964,0.955,0.005
"ncurses.bin",-3.04873396357462,0.97,0.0025
"ncurses.term",1.26871415511112,0.015,0.7375
"ndisgtk",0.519821369016393,0.365,0.25
"ndiswrapper.common",0.86642344343646,0.155,0.38
"ndiswrapper.dkms",0.660367154978006,0.2375,0.235
"ndiswrapper.utils",0.897516106842894,0.15,0.3675
"netbase",-2.78615764503423,0.9675,0.0025
"net.tools",-2.0405979669684,0.9175,0.0025
"network.config",-0.900456788564333,0.715,0.125
"newsbeuter",-3.03667703568706,0.8025,0.085
"nfacct",0.186432677996043,0.4875,0.13
"nfs.common",0.445675386826907,0.3375,0.09
"njam",-3.16530796665609,0.805,0.085
"njam.data",-3.07343352177886,0.78,0.12
"normalize.audio",-0.153126878527561,0.6,0.0775
"notify.osd",1.19870427370254,0.0375,0.6875
"ntfs",-0.183110582650232,0.5925,0.16
"ntpdate",1.04897308269345,0.06,0.52
"numlockx",1.82487213597341,0.005,0.9575
"openssh.blacklist",-0.73069699242763,0.8275,0.01
"openssh.blacklist.extra",0.215931552612649,0.4525,0.065
"openssh.client",0.639188618547191,0.2975,0.265
"openssh.server",1.18941925376837,0.035,0.6725
"openssh.sftp.server",1.13236419318398,0.0425,0.57
"openssl",-1.1340343447187,0.835,0.0125
"os.prober",-0.354368414062196,0.7025,0.005
"parted",0.274701433908891,0.415,0.075
"partimage",0.429332280571012,0.3325,0.1325
"passwd",-2.65643801189267,0.955,0.0025
"patch",0.218135588823916,0.43,0.06
"pciutils",0.313639354362628,0.4425,0.19
"pcmciautils",0.0752560501072379,0.505,0.005
"perl",-3.00237648456623,0.97,0
"perl.base",-2.35631747823576,0.9575,0
"perl.modules",-3.04908162615006,0.9625,0
"pinentry.gtk",0.398628107850302,0.3375,0.05
"pkg.mozilla.archive.keyring",0.0307261168763384,0.495,0.295
"pmount",0.508121517592619,0.37,0.2925
"pm.utils",0.372081779524596,0.365,0.085
"po.debconf",0.145760353769302,0.4875,0.0325
"policykit",0.369018838968301,0.4225,0.22
"poppler.data",0.47563084067224,0.3025,0.1075
"poppler.utils",0.835067122418166,0.145,0.35
"powermgmt.base",-0.349713533050058,0.72,0.005
"ppp",0.510754520935341,0.33,0.17
"printer.driver.cesp",0.640389691884951,0.2,0.125
"printer.driver.foozjs",0.730101520703953,0.1475,0.1675
"printer.driver.foozjs.common",0.631949699368947,0.205,0.125
"printer.driver.gutenprint",0.990965178225184,0.06,0.4575
"printer.driver.hpcups",1.19335691226776,0.035,0.665
"printer.driver.minxxw",0.738443664126987,0.1725,0.1975
"printer.driver.pnmppa",0.487077433010069,0.305,0.085
"printer.driver.postscript.hp",0.958987081958891,0.0725,0.41
"printer.driver.ptouch",0.601530402443981,0.22,0.1225
"printer.driver.pxljr",0.642971090450887,0.195,0.1375
"printer.driver.sag.gdi",0.616319092913358,0.215,0.145
"printer.driver.splix",0.851849678095848,0.1275,0.3075
"procps",-2.58891917917325,0.9525,0.0025
