package.name,ntaxa,mpd.obs,mpd.rand.mean,mpd.rand.sd,mpd.obs.rank,mpd.obs.z,mpd.obs.p,runs,host.specialist
nut-snmp,1,NA,NA,NA,NA,NA,NA,999,NA
nuttcp,1,NA,NA,NA,NA,NA,NA,999,NA
nut-xml,1,NA,NA,NA,NA,NA,NA,999,NA
nuvola-icon-theme,1,NA,NA,NA,NA,NA,NA,999,NA
nvi,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-alternative,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-alternative--kmod-alias virtual,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-cg-dev,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-cg-doc,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-cg-toolkit,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-cuda-dev,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-cuda-doc,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-cuda-gdb,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-cuda-mps,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-cuda-toolkit,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-detect,2,5440,6429.3463463464,1820.302920838,194,-0.5435064324,0.194,999,0
nvidia-driver,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-driver-bin,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-glx,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-glx-any virtual,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-installer-cleanup,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-kernel,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-kernel-amd,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-kernel-common,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-kernel-dkms,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-kernel-dummy,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-kernel-source,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-legacy,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-libopencl,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-modprobe,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-nsight,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-opencl-common,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-opencl-dev,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-opencl-icd,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-profiler,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-settings,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-settings-legacy,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-smi,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-support,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-texture-tools virtual,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-va-driver virtual,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-vdpau-driver,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-visual-profiler,1,NA,NA,NA,NA,NA,NA,999,NA
nvidia-xconfig,1,NA,NA,NA,NA,NA,NA,999,NA
nvi-doc,1,NA,NA,NA,NA,NA,NA,999,NA
nvpy,1,NA,NA,NA,NA,NA,NA,999,NA
nvramtool,1,NA,NA,NA,NA,NA,NA,999,NA
nvram-wakeup,1,NA,NA,NA,NA,NA,NA,999,NA
nvtv,1,NA,NA,NA,NA,NA,NA,999,NA
nwall,1,NA,NA,NA,NA,NA,NA,999,NA
nwchem,1,NA,NA,NA,NA,NA,NA,999,NA
nwchem-data,1,NA,NA,NA,NA,NA,NA,999,NA
nwrite,1,NA,NA,NA,NA,NA,NA,999,NA
nxproxy,3,5881.3333333333,6452.9295962629,1359.330242402,418.5,-0.4204984522,0.4185,999,0
nyancat,1,NA,NA,NA,NA,NA,NA,999,NA
nyancat-server,1,NA,NA,NA,NA,NA,NA,999,NA
nypatchy,1,NA,NA,NA,NA,NA,NA,999,NA
nyquist,1,NA,NA,NA,NA,NA,NA,999,NA
