package.name,ntaxa,mpd.obs,mpd.rand.mean,mpd.rand.sd,mpd.obs.rank,mpd.obs.z,mpd.obs.p,runs,host.specialist
gambas-gb-data,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-db,2,8952,6469.5055055055,1745.8697540527,878.5,1.4219242236,0.8785,999,0
gambas-gb-db-form,2,8952,6452.3443443443,1775.4575586679,878.5,1.4078937812,0.8785,999,0
gambas-gb-db-mysql,2,8952,6379.8378378378,1817.83348602,881.5,1.4149602711,0.8815,999,0
gambas-gb-db-odbc,2,8952,6437.0520520521,1845.7686336568,872,1.3625477766,0.872,999,0
gambas-gb-db-postgresql,2,8952,6486.5855855856,1758.6085364291,878,1.4019120022,0.878,999,0
gambas-gb-db-sqlite,2,8952,6443.0530530531,1801.5418569417,876,1.3926664747,0.876,999,0
gambas-gb-dbus,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-desktop,2,8952,6465.3273273273,1810.4820840642,872.5,1.3734864844,0.8725,999,0
gambas-gb-desktop-gnome,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-eval-highlight,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-form,2,8952,6479.1451451451,1863.8258103311,861.5,1.3267628558,0.8615,999,0
gambas-gb-form-dialog,2,8952,6516.964964965,1820.0433261854,866.5,1.3378994884,0.8665,999,0
gambas-gb-form-mdi,2,8952,6345.8478478479,1799.3771052246,893.5,1.4483635168,0.8935,999,0
gambas-gb-form-stock,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-gmp,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-gsl,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-gtk,2,8952,6434.3683683684,1797.1200932881,874.5,1.4009256482,0.8745,999,0
gambas-gb-gtk-opengl,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-gui,2,8952,6480.6856856857,1908.6080468914,866.5,1.2948254715,0.8665,999,0
gambas-gb-gui-opengl,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-httpd,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-image,2,8952,6416.8888888889,1775.444503508,884.5,1.4278740372,0.8845,999,0
gambas-gb-image-effect,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-image-imlib,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-image-io,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-jit,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-libxml,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-logging,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-map,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-media,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-memcached,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-mime,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-mysql,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-ncurses,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-net,2,8952,6398.3393393393,1887.0907829806,871,1.3532261848,0.871,999,0
gambas-gb-net-curl,2,8952,6479.7717717718,1851.6389912377,870.5,1.3351567125,0.8705,999,0
gambas-gb-net-pop,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-net-smtp,2,8952,6429.8788788789,1836.9502657672,866.5,1.3729936886,0.8665,999,0
gambas-gb-openal,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-opengl,2,8952,6384.1861861862,1837.8648480693,877,1.3971722766,0.877,999,0
gambas-gb-opengl-glsl,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-opengl-glu,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-opengl-sge,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-openssl,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-option,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-pcre,2,8952,6438.946946947,1760.6897799415,881.5,1.4273116603,0.8815,999,0
gambas-gb-pdf,2,8952,6421.4794794795,1789.0167655179,882.5,1.4144755764,0.8825,999,0
gambas-gb-qt,2,8952,6483.8648648649,1870.9614770095,866,1.3191800929,0.866,999,0
gambas-gb-qt-ext,2,8952,6421.026026026,1791.5595022839,879,1.4127211353,0.879,999,0
gambas-gb-qt-opengl,2,8952,6482.2242242242,1818.6420575916,859.5,1.3580329155,0.8595,999,0
gambas-gb-qt-webkit,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-report,2,8952,6400.5025025025,1798.7647798448,880,1.4184720126,0.88,999,0
gambas-gb-sdl,2,8952,6443.4694694695,1806.4756836476,878.5,1.388632326,0.8785,999,0
gambas-gb-sdl-sound,2,8952,6470.6546546547,1883.1248163635,870.5,1.3176743909,0.8705,999,0
gambas-gb-settings,2,8952,6458.6576576577,1874.6302964627,870,1.3300448345,0.87,999,0
gambas-gb-signal,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-vb,2,8952,6495.0700700701,1863.9208343835,863,1.3181514389,0.863,999,0
gambas-gb-vl,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-web,2,8952,6514.8958958959,1791.1826242905,869.5,1.3606117383,0.8695,999,0
gambas-gb-xml,2,8952,6294.952952953,1918.0724879229,879,1.3852693596,0.879,999,0
gambas-gb-xml-html,1,NA,NA,NA,NA,NA,NA,999,NA
gambas-gb-xml-rpc,2,8952,6503.7547547548,1777.922316763,872.5,1.3770259939,0.8725,999,0
gambas-gb-xml-xslt,2,8952,6446.7857857858,1862.6533760625,862,1.3449706995,0.862,999,0
gambas-ide,2,8952,6489.2962962963,1800.9916847096,871,1.367415366,0.871,999,0
gambas-runtime,2,8952,6285.0800800801,1830.499362312,883.5,1.4569357274,0.8835,999,0
gambas-script,1,NA,NA,NA,NA,NA,NA,999,NA
gambc,1,NA,NA,NA,NA,NA,NA,999,NA
gambc-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gameclock,1,NA,NA,NA,NA,NA,NA,999,NA
gameconqueror,1,NA,NA,NA,NA,NA,NA,999,NA
game-data-packager),1,NA,NA,NA,NA,NA,NA,999,NA
gamera-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gamera-gui,1,NA,NA,NA,NA,NA,NA,999,NA
games-adventure),1,NA,NA,NA,NA,NA,NA,999,NA
games-arcade),1,NA,NA,NA,NA,NA,NA,999,NA
games-board),1,NA,NA,NA,NA,NA,NA,999,NA
games-card),1,NA,NA,NA,NA,NA,NA,999,NA
games-c++-dev),1,NA,NA,NA,NA,NA,NA,999,NA
games-chess),1,NA,NA,NA,NA,NA,NA,999,NA
games-console),1,NA,NA,NA,NA,NA,NA,999,NA
games-content-dev),1,NA,NA,NA,NA,NA,NA,999,NA
games-education),1,NA,NA,NA,NA,NA,NA,999,NA
games-emulator),1,NA,NA,NA,NA,NA,NA,999,NA
games-finest),1,NA,NA,NA,NA,NA,NA,999,NA
games-finest-light),1,NA,NA,NA,NA,NA,NA,999,NA
games-fps),1,NA,NA,NA,NA,NA,NA,999,NA
games-java-dev),1,NA,NA,NA,NA,NA,NA,999,NA
games-minesweeper),1,NA,NA,NA,NA,NA,NA,999,NA
games-mud),1,NA,NA,NA,NA,NA,NA,999,NA
games-perl-dev),1,NA,NA,NA,NA,NA,NA,999,NA
games-platform),1,NA,NA,NA,NA,NA,NA,999,NA
games-programming),1,NA,NA,NA,NA,NA,NA,999,NA
games-puzzle),1,NA,NA,NA,NA,NA,NA,999,NA
games-python-dev),1,NA,NA,NA,NA,NA,NA,999,NA
games-racing),1,NA,NA,NA,NA,NA,NA,999,NA
games-rogue),1,NA,NA,NA,NA,NA,NA,999,NA
games-rpg),1,NA,NA,NA,NA,NA,NA,999,NA
games-shootemup),1,NA,NA,NA,NA,NA,NA,999,NA
games-simulation),1,NA,NA,NA,NA,NA,NA,999,NA
games-sport),1,NA,NA,NA,NA,NA,NA,999,NA
games-strategy),1,NA,NA,NA,NA,NA,NA,999,NA
games-tasks),1,NA,NA,NA,NA,NA,NA,999,NA
games-tetris),1,NA,NA,NA,NA,NA,NA,999,NA
games-thumbnails,1,NA,NA,NA,NA,NA,NA,999,NA
games-toys),1,NA,NA,NA,NA,NA,NA,999,NA
games-typing),1,NA,NA,NA,NA,NA,NA,999,NA
gamgi,1,NA,NA,NA,NA,NA,NA,999,NA
gamgi-data,1,NA,NA,NA,NA,NA,NA,999,NA
gamgi-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gamine,3,4623.3333333333,6412.3883883884,1341.5181808633,69,-1.3336047775,0.069,999,0
gamine-data,3,4623.3333333333,6486.996329663,1317.8359631584,50,-1.414184351,0.05,999,0
gammaray,1,NA,NA,NA,NA,NA,NA,999,NA
gammaray-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
gammaray-dev,1,NA,NA,NA,NA,NA,NA,999,NA
gammaray-plugin-kjobtracker,1,NA,NA,NA,NA,NA,NA,999,NA
gammaray-plugin-quickinspector,1,NA,NA,NA,NA,NA,NA,999,NA
gammaray-probe-qt,1,NA,NA,NA,NA,NA,NA,999,NA
gammu,2,8952,6346.0860860861,1852.6333677734,884,1.4065999022,0.884,999,0
gammu-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gammu-smsd,1,NA,NA,NA,NA,NA,NA,999,NA
gamt,1,NA,NA,NA,NA,NA,NA,999,NA
ganeti,1,NA,NA,NA,NA,NA,NA,999,NA
ganeti-doc,1,NA,NA,NA,NA,NA,NA,999,NA
ganeti-haskell,1,NA,NA,NA,NA,NA,NA,999,NA
ganeti-htools,1,NA,NA,NA,NA,NA,NA,999,NA
ganeti-htools virtual,1,NA,NA,NA,NA,NA,NA,999,NA
ganeti-instance-debootstrap,1,NA,NA,NA,NA,NA,NA,999,NA
ganglia-modules-linux,1,NA,NA,NA,NA,NA,NA,999,NA
ganglia-monitor,2,3534,6382.6446446446,1829.0280243552,82.5,-1.5574636401,0.0825,999,0
ganglia-monitor-python,1,NA,NA,NA,NA,NA,NA,999,NA
ganglia-nagios-bridge,1,NA,NA,NA,NA,NA,NA,999,NA
ganglia-webfrontend,2,3534,6377.9069069069,1764.7841671592,72.5,-1.6114757599,0.0725,999,0
gant,1,NA,NA,NA,NA,NA,NA,999,NA
ganyremote,1,NA,NA,NA,NA,NA,NA,999,NA
gap,1,NA,NA,NA,NA,NA,NA,999,NA
gap-alnuth,1,NA,NA,NA,NA,NA,NA,999,NA
gap-autpgrp,1,NA,NA,NA,NA,NA,NA,999,NA
gap-character-tables,1,NA,NA,NA,NA,NA,NA,999,NA
gap-core,1,NA,NA,NA,NA,NA,NA,999,NA
gap-dev,1,NA,NA,NA,NA,NA,NA,999,NA
gap-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gap-float,1,NA,NA,NA,NA,NA,NA,999,NA
gap-gapdoc,1,NA,NA,NA,NA,NA,NA,999,NA
gap-guava,1,NA,NA,NA,NA,NA,NA,999,NA
gap-guava-bin,1,NA,NA,NA,NA,NA,NA,999,NA
gaphor,1,NA,NA,NA,NA,NA,NA,999,NA
gap-io,1,NA,NA,NA,NA,NA,NA,999,NA
gap-libs,1,NA,NA,NA,NA,NA,NA,999,NA
gap-online-help,1,NA,NA,NA,NA,NA,NA,999,NA
gap-openmath,1,NA,NA,NA,NA,NA,NA,999,NA
gap-pkg-alnuth virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gap-pkg-autpgrp virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gap-pkg-ctbllib virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gap-pkg-float virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gap-pkg-gapdoc virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gap-pkg-guava-bin virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gap-pkg-guava virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gap-pkg-io virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gap-pkg-openmath virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gap-pkg-polycyclic virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gap-pkg-scscp virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gap-pkg-tomlib virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gap-polycyclic,1,NA,NA,NA,NA,NA,NA,999,NA
gap-prim-groups,1,NA,NA,NA,NA,NA,NA,999,NA
gap-prim virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gap-scscp,1,NA,NA,NA,NA,NA,NA,999,NA
gap-small-groups,1,NA,NA,NA,NA,NA,NA,999,NA
gap-small-groups-extra,1,NA,NA,NA,NA,NA,NA,999,NA
gap-small virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gap-table-of-marks,1,NA,NA,NA,NA,NA,NA,999,NA
gap-trans-groups,1,NA,NA,NA,NA,NA,NA,999,NA
gap-trans virtual,1,NA,NA,NA,NA,NA,NA,999,NA
garden-of-coloured-lights,1,NA,NA,NA,NA,NA,NA,999,NA
garden-of-coloured-lights-data,1,NA,NA,NA,NA,NA,NA,999,NA
gargoyle-free,1,NA,NA,NA,NA,NA,NA,999,NA
garlic,1,NA,NA,NA,NA,NA,NA,999,NA
garlic-doc,1,NA,NA,NA,NA,NA,NA,999,NA
garmin-forerunner-tools,1,NA,NA,NA,NA,NA,NA,999,NA
garmin-plugin,1,NA,NA,NA,NA,NA,NA,999,NA
gasic,1,NA,NA,NA,NA,NA,NA,999,NA
gastables,1,NA,NA,NA,NA,NA,NA,999,NA
gatling,1,NA,NA,NA,NA,NA,NA,999,NA
gatos,1,NA,NA,NA,NA,NA,NA,999,NA
gauche,1,NA,NA,NA,NA,NA,NA,999,NA
gauche-c-wrapper,1,NA,NA,NA,NA,NA,NA,999,NA
gauche-dev,1,NA,NA,NA,NA,NA,NA,999,NA
gauche-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gauche-gdbm,1,NA,NA,NA,NA,NA,NA,999,NA
gauche-gl,1,NA,NA,NA,NA,NA,NA,999,NA
gauche-gtk,1,NA,NA,NA,NA,NA,NA,999,NA
gauche-zlib,1,NA,NA,NA,NA,NA,NA,999,NA
gaupol,1,NA,NA,NA,NA,NA,NA,999,NA
gausssum,1,NA,NA,NA,NA,NA,NA,999,NA
gav,1,NA,NA,NA,NA,NA,NA,999,NA
gaviotatb,1,NA,NA,NA,NA,NA,NA,999,NA
gav-themes,1,NA,NA,NA,NA,NA,NA,999,NA
gbackground,1,NA,NA,NA,NA,NA,NA,999,NA
gbase,1,NA,NA,NA,NA,NA,NA,999,NA
gbatnav,1,NA,NA,NA,NA,NA,NA,999,NA
gbemol,1,NA,NA,NA,NA,NA,NA,999,NA
gbgoffice,1,NA,NA,NA,NA,NA,NA,999,NA
gbirthday,1,NA,NA,NA,NA,NA,NA,999,NA
gbonds,1,NA,NA,NA,NA,NA,NA,999,NA
gbonds-data,1,NA,NA,NA,NA,NA,NA,999,NA
gbrainy,3,5838,6341.4187520854,1359.8254851553,392,-0.3702083522,0.392,999,0
gbrowse,1,NA,NA,NA,NA,NA,NA,999,NA
gbrowse-calign,1,NA,NA,NA,NA,NA,NA,999,NA
gbrowse-data,1,NA,NA,NA,NA,NA,NA,999,NA
gbsplay,1,NA,NA,NA,NA,NA,NA,999,NA
gcal,1,NA,NA,NA,NA,NA,NA,999,NA
gcal-common,1,NA,NA,NA,NA,NA,NA,999,NA
gcap,1,NA,NA,NA,NA,NA,NA,999,NA
gcb,1,NA,NA,NA,NA,NA,NA,999,NA
gcc-arm-none-eabi,1,NA,NA,NA,NA,NA,NA,999,NA
gcc-avr,1,NA,NA,NA,NA,NA,NA,999,NA
gcc-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gcc-doc-base,1,NA,NA,NA,NA,NA,NA,999,NA
gccgo,1,NA,NA,NA,NA,NA,NA,999,NA
gccgo-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gccgo-multilib,1,NA,NA,NA,NA,NA,NA,999,NA
gcc-h,1,NA,NA,NA,NA,NA,NA,999,NA
gccintro,1,NA,NA,NA,NA,NA,NA,999,NA
gcc-mhcx,1,NA,NA,NA,NA,NA,NA,999,NA
gcc-mingw-w,1,NA,NA,NA,NA,NA,NA,999,NA
gcc-mingw-w-base,1,NA,NA,NA,NA,NA,NA,999,NA
gcc-mingw-w-i,1,NA,NA,NA,NA,NA,NA,999,NA
gcc-mingw-w-x,1,NA,NA,NA,NA,NA,NA,999,NA
gcc-msp,1,NA,NA,NA,NA,NA,NA,999,NA
gcc-multilib,1,NA,NA,NA,NA,NA,NA,999,NA
gccxml,1,NA,NA,NA,NA,NA,NA,999,NA
gchempaint,1,NA,NA,NA,NA,NA,NA,999,NA
gcin-anthy,1,NA,NA,NA,NA,NA,NA,999,NA
gcin-data,1,NA,NA,NA,NA,NA,NA,999,NA
gcin-dev,1,NA,NA,NA,NA,NA,NA,999,NA
gcin-gtk-immodule,1,NA,NA,NA,NA,NA,NA,999,NA
gcin-tables,1,NA,NA,NA,NA,NA,NA,999,NA
gcin-voice,1,NA,NA,NA,NA,NA,NA,999,NA
gcj-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gcj-native-helper,1,NA,NA,NA,NA,NA,NA,999,NA
gcl,1,NA,NA,NA,NA,NA,NA,999,NA
gcl-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gco,1,NA,NA,NA,NA,NA,NA,999,NA
gcom,1,NA,NA,NA,NA,NA,NA,999,NA
gcomposer,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-af,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-ar,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-ast,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-bg,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-br,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-cs,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-da,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-de,2,8952,6469.5045045045,1801.9110634799,871.5,1.3777014559,0.8715,999,0
gcompris-sound-el,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-eo,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-es,3,7812.6666666667,6427.8358358358,1358.5959223297,761.5,1.0193103101,0.7615,999,0
gcompris-sound-eu,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-fi,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-fr,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-gd,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-he,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-hi,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-hu,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-id,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-it,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-kn,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-lt,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-mr,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-nb,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-nl,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-nn,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-pa,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-pt,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-ptbr,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-ru,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-sk,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-sl,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-so,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-sr,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-sv,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-th,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-tr,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-ur,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gcompris-sound-zhcn,1,NA,NA,NA,NA,NA,NA,999,NA
gconf-defaults-service,4,8013.3333333333,6404.8742075409,1129.0513162471,939.5,1.4246111781,0.9395,999,0
gconf-gsettings-backend,1,NA,NA,NA,NA,NA,NA,999,NA
gconjugue,1,NA,NA,NA,NA,NA,NA,999,NA
gcontactsync virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gcovr,1,NA,NA,NA,NA,NA,NA,999,NA
gcp,1,NA,NA,NA,NA,NA,NA,999,NA
gcpegg,1,NA,NA,NA,NA,NA,NA,999,NA
gcrystal,1,NA,NA,NA,NA,NA,NA,999,NA
gcstar,2,6468,6463.5865865866,1834.2679832372,637.5,0.0024060898,0.6375,999,0
gcu-bin,1,NA,NA,NA,NA,NA,NA,999,NA
gcu-plugin,1,NA,NA,NA,NA,NA,NA,999,NA
gcx,1,NA,NA,NA,NA,NA,NA,999,NA
gdaemon,1,NA,NA,NA,NA,NA,NA,999,NA
gdal-bin,1,NA,NA,NA,NA,NA,NA,999,NA
gdal-contrib virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gdata,1,NA,NA,NA,NA,NA,NA,999,NA
gdb-arm-none-eabi,1,NA,NA,NA,NA,NA,NA,999,NA
gdb-avr,1,NA,NA,NA,NA,NA,NA,999,NA
gdb-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
gdb-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gdb-mingw-w,1,NA,NA,NA,NA,NA,NA,999,NA
gdb-mingw-w-target,1,NA,NA,NA,NA,NA,NA,999,NA
gdb-minimal,2,2984,6488.6766766767,1846.5664488088,31.5,-1.8979423562,0.0315,999,1
gdb-msp,1,NA,NA,NA,NA,NA,NA,999,NA
gdb-multiarch,1,NA,NA,NA,NA,NA,NA,999,NA
gdb-source,1,NA,NA,NA,NA,NA,NA,999,NA
gdb virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gdc,1,NA,NA,NA,NA,NA,NA,999,NA
gdcm-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gdc virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gddccontrol,1,NA,NA,NA,NA,NA,NA,999,NA
gdebi-kde,2,8952,6613.6606606607,1867.701407361,850.5,1.2519877803,0.8505,999,0
gdeskcal,1,NA,NA,NA,NA,NA,NA,999,NA
gdesklets,2,5990,6422.6656656657,1793.3076973367,419,-0.2412668313,0.419,999,0
gdf-tools,1,NA,NA,NA,NA,NA,NA,999,NA
gdigi,1,NA,NA,NA,NA,NA,NA,999,NA
gdis,2,5534,6459.8988988989,1828.9768745405,201.5,-0.5062387129,0.2015,999,0
gdis-data,2,5534,6431.5705705706,1799.0516280239,203.5,-0.498913181,0.2035,999,0
gdmap,1,NA,NA,NA,NA,NA,NA,999,NA
gdnsd,1,NA,NA,NA,NA,NA,NA,999,NA
gdnsd-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
gdnsd-dev,1,NA,NA,NA,NA,NA,NA,999,NA
gdpc,1,NA,NA,NA,NA,NA,NA,999,NA
gdpc-examples,1,NA,NA,NA,NA,NA,NA,999,NA
gdviewer,1,NA,NA,NA,NA,NA,NA,999,NA
gdviewer-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
geant,1,NA,NA,NA,NA,NA,NA,999,NA
geany-abi,1,NA,NA,NA,NA,NA,NA,999,NA
geany-api,1,NA,NA,NA,NA,NA,NA,999,NA
geany-plugin-addons,2,8952,6448.8788788789,1786.3247825639,881,1.4012687645,0.881,999,0
geany-plugin-autoclose,1,NA,NA,NA,NA,NA,NA,999,NA
geany-plugin-codenav,2,8952,6381.2092092092,1797.8251572016,882.5,1.4299448311,0.8825,999,0
geany-plugin-commander,1,NA,NA,NA,NA,NA,NA,999,NA
geany-plugin-debugger,2,8952,6369.95995996,1800.4757349497,884,1.4340876636,0.884,999,0
geany-plugin-defineformat,1,NA,NA,NA,NA,NA,NA,999,NA
geany-plugin-devhelp,1,NA,NA,NA,NA,NA,NA,999,NA
geany-plugin-doc,2,8952,6398.6466466467,1790.1738594786,889.5,1.4263158519,0.8895,999,0
geany-plugin-extrasel,2,8952,6446.6586586587,1806.3107383753,877.5,1.3869935488,0.8775,999,0
geany-plugin-gendoc,2,8952,6388.4254254254,1793.7326332856,881,1.4291843316,0.881,999,0
geany-plugin-geniuspaste,1,NA,NA,NA,NA,NA,NA,999,NA
geany-plugin-gproject,2,8952,6491.6496496497,1835.4233411013,867.5,1.3404811278,0.8675,999,0
geany-plugin-insertnum,2,8952,6422.4874874875,1808.1044796173,879,1.3989858114,0.879,999,0
geany-plugin-latex,2,8952,6441.2812812813,1757.7337186307,888.5,1.4283839993,0.8885,999,0
geany-plugin-lipsum,2,8952,6388.3493493494,1776.1116271511,886,1.4434062654,0.886,999,0
geany-plugin-lua,2,8952,6394.2372372372,1776.0385769539,880.5,1.4401504539,0.8805,999,0
geany-plugin-macro,2,8952,6475.8138138138,1844.8511916162,872.5,1.3422145902,0.8725,999,0
geany-plugin-markdown,1,NA,NA,NA,NA,NA,NA,999,NA
geany-plugin-miniscript,1,NA,NA,NA,NA,NA,NA,999,NA
geany-plugin-multiterm,1,NA,NA,NA,NA,NA,NA,999,NA
geany-plugin-numberedbookmarks,2,8952,6530.4784784785,1847.3012296194,859,1.3108428028,0.859,999,0
geany-plugin-pairtaghighlighter,1,NA,NA,NA,NA,NA,NA,999,NA
geany-plugin-pg,2,8952,6392.6616616617,1830.3970291197,889,1.3982421833,0.889,999,0
geany-plugin-pohelper,1,NA,NA,NA,NA,NA,NA,999,NA
geany-plugin-prettyprinter,2,8952,6480.4294294294,1834.8014976685,868.5,1.3470506612,0.8685,999,0
geany-plugin-prj,2,8952,6397.1871871872,1832.1261808842,877.5,1.3944524343,0.8775,999,0
geany-plugin-py,1,NA,NA,NA,NA,NA,NA,999,NA
geany-plugins,2,8952,6581.0890890891,1822.4359243792,857,1.3009570757,0.857,999,0
geany-plugins-common,2,8952,6318.5845845846,1871.8799249711,876.5,1.4068292417,0.8765,999,0
geany-plugin-scope,1,NA,NA,NA,NA,NA,NA,999,NA
geany-plugin-sendmail,2,8952,6374.7837837838,1851.1151449483,880,1.3922506243,0.88,999,0
geany-plugin-shiftcolumn,2,8952,6377.3753753754,1757.7871080619,892,1.4646964998,0.892,999,0
geany-plugin-spellcheck,2,8952,6477.3233233233,1819.4517514676,877.5,1.3601221767,0.8775,999,0
geany-plugin-tableconvert,2,8952,6449.8798798799,1784.6687919554,885,1.4020081101,0.885,999,0
geany-plugin-treebrowser,2,8952,6482.1531531532,1856.1899212136,872,1.3306002897,0.872,999,0
geany-plugin-updatechecker,2,8952,6451.8498498499,1776.3735709599,875,1.4074461538,0.875,999,0
geany-plugin-vc,2,8952,6449.1181181181,1808.8504155163,876.5,1.3836864897,0.8765,999,0
geany-plugin-webhelper,2,8952,6446.8268268268,1812.357856783,871,1.3822729125,0.871,999,0
geany-plugin-xmlsnippets,2,8952,6516.1971971972,1892.6021594673,857,1.2870125877,0.857,999,0
gearhead,1,NA,NA,NA,NA,NA,NA,999,NA
gearhead-data,1,NA,NA,NA,NA,NA,NA,999,NA
gearman,1,NA,NA,NA,NA,NA,NA,999,NA
